Count,Throughput,TotalLatency,MaxLatency,MinLatency,AvgLatency,Total
0.0,0.0,0.0,0.0,10000.0,0.0,0.0
210.0,105.0,1890.8837890625,16.439208984375,1.9404296875,9.004208519345237,210.0
235.0,117.5,1970.05517578125,9.7373046875,2.054931640625,8.383213513962765,445.0
243.0,121.5,1966.957275390625,21.14013671875,2.020751953125,8.09447438432356,689.0
259.0,129.5,1973.87451171875,8.802978515625,2.01123046875,7.621137110883205,948.0
278.0,139.0,1968.519775390625,10.25634765625,1.970458984375,7.081006386297212,1226.0
296.0,148.0,1963.528564453125,7.681640625,1.892333984375,6.633542447476773,1522.0
321.0,160.5,1953.891357421875,10.377685546875,1.8759765625,6.086888963931075,1844.0
374.0,187.0,1963.836669921875,6.416015625,1.910888671875,5.250900186956885,2218.0
430.0,215.0,1954.219970703125,6.20068359375,1.83203125,4.544697606286337,2648.0
510.0,255.0,1937.519287109375,12.885498046875,1.867431640625,3.7990574257046568,3159.0
750.0,375.0,1927.328125,4.4638671875,1.80224609375,2.569770833333333,3910.0
654.0,327.0,1937.99072265625,27.041748046875,0.659423828125,2.963288566752676,4565.0
86.0,43.0,1995.321533203125,29.397216796875,2.146240234375,23.201413176780523,4651.0
80.0,40.0,1985.24560546875,45.7294921875,2.192138671875,24.815570068359374,4731.0
83.0,41.5,1964.791259765625,25.86572265625,2.06787109375,23.672183852597893,4814.0
84.0,42.0,1989.92529296875,39.20068359375,2.043701171875,23.689586821056547,4899.0
88.0,44.0,1989.9150390625,25.5439453125,2.048095703125,22.6126708984375,4987.0
84.0,42.0,1991.17333984375,37.576171875,2.230712890625,23.704444521949405,5071.0
85.0,42.5,1987.2666015625,25.265625,2.2216796875,23.379607077205883,5156.0
89.0,44.5,1976.262451171875,25.046630859375,2.24169921875,22.205196080582866,5245.0
84.0,42.0,1973.84130859375,27.581787109375,2.2646484375,23.498110816592263,5329.0
84.0,42.0,1969.357666015625,37.015869140625,2.204833984375,23.44473411923363,5414.0
90.0,45.0,2003.3623046875,25.794677734375,2.15576171875,22.259581163194444,5504.0
87.0,43.5,1968.805419921875,24.20849609375,2.195068359375,22.62994735542385,5591.0
87.0,43.5,1975.634765625,25.277587890625,2.35791015625,22.70844558189655,5679.0
89.0,44.5,1993.9892578125,27.18115234375,2.116943359375,22.40437368328652,5768.0
90.0,45.0,1979.26025390625,25.552001953125,2.120849609375,21.991780598958332,5858.0
89.0,44.5,1995.410888671875,36.9931640625,2.332763671875,22.420347063728933,5947.0
91.0,45.5,1978.687255859375,55.94287109375,2.229736328125,21.74381599845467,6038.0
90.0,45.0,1979.99755859375,44.006103515625,2.14404296875,21.99997287326389,6128.0
95.0,47.5,1996.3349609375,23.312744140625,2.10302734375,21.01405222039474,6223.0
98.0,49.0,1980.4423828125,28.045166015625,2.131103515625,20.208595742984695,6321.0
95.0,47.5,1978.6201171875,28.9853515625,2.1357421875,20.827580180921053,6416.0
95.0,47.5,1984.96630859375,40.28466796875,2.177734375,20.894382195723683,6511.0
96.0,48.0,1982.580322265625,22.564208984375,2.338134765625,20.651878356933594,6607.0
99.0,49.5,1979.958251953125,25.844970703125,2.067138671875,19.999578302556817,6706.0
100.0,50.0,1994.87451171875,21.957275390625,1.993896484375,19.9487451171875,6806.0
99.0,49.5,1980.887939453125,21.316650390625,2.166015625,20.0089690853851,6905.0
104.0,52.0,1992.98388671875,21.174072265625,2.058837890625,19.163306603064903,7009.0
101.0,50.5,1971.986083984375,34.44873046875,2.148681640625,19.524614692914604,7110.0
100.0,50.0,1989.856201171875,21.467529296875,2.31640625,19.89856201171875,7210.0
100.0,50.0,1980.64892578125,32.43408203125,2.0634765625,19.8064892578125,7310.0
104.0,52.0,1968.8056640625,21.86572265625,2.174072265625,18.930823692908653,7414.0
103.0,51.5,1969.613525390625,28.381591796875,2.184326171875,19.122461411559467,7518.0
107.0,53.5,1980.9326171875,21.4091796875,2.1552734375,18.51338894567757,7625.0
109.0,54.5,1993.76171875,34.648193359375,2.0634765625,18.291391915137616,7734.0
115.0,57.5,1981.017333984375,19.45751953125,2.158935546875,17.226237686820653,7849.0
115.0,57.5,1989.302490234375,19.171142578125,1.984619140625,17.298282523777175,7964.0
113.0,56.5,1982.256591796875,19.42431640625,2.12158203125,17.542093732715706,8077.0
113.0,56.5,1985.33251953125,18.609375,2.193359375,17.569314332134955,8190.0
119.0,59.5,1984.015625,19.2451171875,2.143798828125,16.672400210084035,8309.0
104.0,52.0,1955.24365234375,54.028564453125,2.06103515625,18.80041973407452,8413.0
116.0,58.0,1989.18017578125,23.911376953125,2.028564453125,17.148104963631464,8529.0
119.0,59.5,1982.65234375,28.646240234375,2.18310546875,16.66094406512605,8648.0
121.0,60.5,1973.093994140625,25.720947265625,2.070068359375,16.30656193504649,8769.0
125.0,62.5,1980.731201171875,17.30029296875,2.086669921875,15.845849609375,8894.0
119.0,59.5,1979.018310546875,54.236083984375,2.105712890625,16.630405970982142,9013.0
124.0,62.0,1979.73291015625,30.502685546875,2.2080078125,15.965587985131048,9137.0
126.0,63.0,1965.004638671875,16.904541015625,2.136962890625,15.595274910094245,9263.0
135.0,67.5,1969.241455078125,22.876953125,2.091796875,14.586973741319444,9399.0
136.0,68.0,1974.663818359375,15.92626953125,2.026611328125,14.519586899701286,9535.0
139.0,69.5,1971.51953125,16.565673828125,2.064697265625,14.18359375,9674.0
137.0,68.5,1974.056396484375,29.59033203125,2.12109375,14.409170777258211,9811.0
143.0,71.5,1985.952392578125,15.787841796875,2.099609375,13.887778969077797,9954.0
