Count,Throughput,TotalLatency,MaxLatency,MinLatency,AvgLatency,Total
0.0,0.0,0.0,0.0,10000.0,0.0,0.0
764.0,382.0,1821.058837890625,3.74755859375,1.055908203125,2.383584866348986,764.0
817.0,408.5,1913.646728515625,7.8466796875,1.129638671875,2.3422848574242656,1582.0
798.0,399.0,1919.918212890625,13.464111328125,1.139404296875,2.4059125474819862,2381.0
823.0,411.5,1914.1494140625,4.85791015625,1.121826171875,2.325819458156136,3205.0
815.0,407.5,1917.39501953125,5.09912109375,1.12890625,2.352631925805215,4021.0
810.0,405.0,1919.53271484375,4.503173828125,1.128173828125,2.3697934751157406,4832.0
821.0,410.5,1915.693359375,5.122314453125,1.12939453125,2.3333658457673567,5653.0
805.0,402.5,1915.611572265625,6.95068359375,1.132568359375,2.379641704677795,6459.0
808.0,404.0,1903.333984375,7.301025390625,1.13134765625,2.355611366800743,7267.0
808.0,404.0,1915.711669921875,6.047119140625,1.133056640625,2.370930284556776,8076.0
817.0,408.5,1916.9541015625,6.71826171875,1.111572265625,2.346333049648103,8893.0
822.0,411.0,1917.131591796875,9.31396484375,1.136962890625,2.332276875665298,9716.0
789.0,394.5,1911.6162109375,5.87109375,1.134033203125,2.4228342343948035,10506.0
725.0,362.5,1893.848876953125,7.34716796875,1.205810546875,2.612205347521552,11232.0
776.0,388.0,1900.2060546875,11.9892578125,1.17236328125,2.448719142638531,12009.0
796.0,398.0,1909.70263671875,5.803466796875,1.161865234375,2.3991239154758164,12806.0
787.0,393.5,1915.323486328125,9.02001953125,1.1337890625,2.4337020156647076,13593.0
792.0,396.0,1914.892578125,6.136474609375,1.149169921875,2.4177936592487375,14385.0
799.0,399.5,1914.470947265625,5.070556640625,1.134033203125,2.396083788818054,15184.0
792.0,396.0,1915.7724609375,4.865966796875,1.16162109375,2.4189046223958335,15976.0
795.0,397.5,1918.79541015625,13.857666015625,1.1220703125,2.4135791322720124,16772.0
823.0,411.5,1919.222900390625,4.634521484375,1.114013671875,2.33198408309918,17595.0
804.0,402.0,1921.76513671875,4.946533203125,1.123779296875,2.3902551451725746,18399.0
813.0,406.5,1916.470458984375,3.8134765625,1.120849609375,2.357282237373155,19213.0
780.0,390.0,1914.550048828125,5.426513671875,1.14892578125,2.4545513446514424,19994.0
806.0,403.0,1920.290283203125,6.491943359375,1.11474609375,2.382494147894696,20800.0
827.0,413.5,1915.9423828125,6.97412109375,1.130126953125,2.3167380686970978,21628.0
818.0,409.0,1917.984375,5.2490234375,1.126953125,2.344724174816626,22447.0
800.0,400.0,1915.633544921875,6.2841796875,1.12158203125,2.394541931152344,23247.0
817.0,408.5,1916.403076171875,6.6201171875,1.125244140625,2.3456585999655752,24065.0
810.0,405.0,1909.15625,3.956787109375,1.131591796875,2.356983024691358,24875.0
770.0,385.0,1910.97802734375,23.109619140625,1.154296875,2.481789645900974,25646.0
717.0,358.5,1918.9677734375,27.029541015625,1.126953125,2.6763846212517435,26364.0
829.0,414.5,1918.417724609375,5.213623046875,1.129150390625,2.3141347703370023,27194.0
819.0,409.5,1920.778564453125,3.6689453125,1.12890625,2.345272972470238,28013.0
818.0,409.0,1911.6103515625,5.05224609375,1.125244140625,2.3369319701253057,28831.0
