Count,Throughput,TotalLatency,MaxLatency,MinLatency,AvgLatency,Total
0.0,0.0,0.0,0.0,10000.0,0.0,0.0
999.0,499.5,1902.26806640625,8.459716796875,1.072998046875,1.904172238644895,999.0
1014.0,507.0,1908.96044921875,5.3154296875,1.102783203125,1.8826039933123768,2014.0
920.0,460.0,1915.959716796875,8.962158203125,1.114013671875,2.0825649095618206,2935.0
925.0,462.5,1909.78857421875,10.579833984375,1.0908203125,2.0646362964527025,3861.0
954.0,477.0,1902.329345703125,6.23486328125,1.110107421875,1.994055917927804,4816.0
912.0,456.0,1916.909423828125,5.56689453125,1.091064453125,2.1018743682325933,5729.0
934.0,467.0,1906.228759765625,6.078369140625,1.101806640625,2.040930149641997,6665.0
926.0,463.0,1912.882568359375,7.826416015625,1.11962890625,2.0657479139950055,7591.0
938.0,469.0,1921.18701171875,32.741943359375,1.09228515625,2.0481737864805436,8529.0
926.0,463.0,1908.228515625,8.890380859375,1.110107421875,2.0607219391198703,9456.0
943.0,471.5,1903.180419921875,7.78662109375,1.116455078125,2.0182188970539503,10400.0
960.0,480.0,1914.949951171875,5.586669921875,1.073486328125,1.9947395324707031,11361.0
883.0,441.5,1910.765625,14.844482421875,1.1162109375,2.1639474801812004,12245.0
875.0,437.5,1903.937255859375,5.817138671875,1.122314453125,2.175928292410714,13121.0
898.0,449.0,1914.87841796875,10.513671875,1.1015625,2.132381311769209,14020.0
900.0,450.0,1913.709716796875,13.46923828125,1.093994140625,2.1263441297743055,14921.0
895.0,447.5,1915.975830078125,7.183837890625,1.1064453125,2.1407551174057264,15817.0
898.0,449.0,1914.045166015625,12.35693359375,1.07470703125,2.1314534142712973,16716.0
932.0,466.0,1904.09130859375,13.765380859375,1.099853515625,2.0430164255297747,17649.0
926.0,463.0,1911.54052734375,5.189208984375,1.111572265625,2.064298625641199,18576.0
926.0,463.0,1912.49462890625,9.25732421875,1.089599609375,2.065328972900918,19503.0
957.0,478.5,1908.63671875,6.28369140625,1.0869140625,1.994395735370951,20461.0
919.0,459.5,1907.997802734375,4.32275390625,1.116943359375,2.076167358796926,21381.0
908.0,454.0,1901.867919921875,8.172119140625,1.09716796875,2.0945681937465586,22290.0
940.0,470.0,1907.76708984375,6.117919921875,1.103271484375,2.029539457280585,23231.0
908.0,454.0,1908.837890625,7.582763671875,1.102294921875,2.102244372935022,24140.0
895.0,447.5,1913.7705078125,15.27001953125,1.107666015625,2.1382910701815643,25036.0
929.0,464.5,1923.102294921875,5.885498046875,1.087646484375,2.070077820152718,25966.0
889.0,444.5,1909.5439453125,4.06494140625,1.13134765625,2.1479684424212597,26856.0
871.0,435.5,1909.000244140625,10.12939453125,1.11083984375,2.1917339197940584,27728.0
916.0,458.0,1902.6962890625,5.066650390625,1.1064453125,2.077179354871725,28645.0
868.0,434.0,1903.4013671875,6.14990234375,1.098876953125,2.1928587179579493,29514.0
900.0,450.0,1905.27587890625,4.4755859375,1.101318359375,2.1169731987847222,30415.0
842.0,421.0,1916.188720703125,6.522216796875,1.083251953125,2.275758575656918,31257.0
