Count,Throughput,TotalLatency,MaxLatency,MinLatency,AvgLatency,Total
0.0,0.0,0.0,0.0,10000.0,0.0,0.0
244.0,122.0,1859.135009765625,28.436279296875,2.820068359375,7.619405777727971,244.0
269.0,134.5,1967.03955078125,13.9033203125,2.77392578125,7.312414686919145,513.0
294.0,147.0,1958.42724609375,24.8779296875,2.7763671875,6.661317163584184,807.0
267.0,133.5,1956.20703125,12.555419921875,2.8369140625,7.326618094569288,1075.0
297.0,148.5,1951.262939453125,17.911376953125,2.826171875,6.569908887047559,1372.0
306.0,153.0,1970.005859375,12.5517578125,2.802734375,6.43792764501634,1678.0
310.0,155.0,1958.072265625,12.024658203125,2.826904296875,6.316362147177419,1988.0
304.0,152.0,1954.9091796875,11.94970703125,2.836669921875,6.430622301603618,2292.0
313.0,156.5,1957.93017578125,11.182861328125,2.808837890625,6.255367973742013,2606.0
315.0,157.5,1957.61376953125,10.81640625,2.792724609375,6.214646887400794,2921.0
335.0,167.5,1959.086181640625,10.466796875,2.7939453125,5.848018452658582,3256.0
352.0,176.0,1954.974853515625,9.706298828125,2.8212890625,5.553905833851207,3608.0
376.0,188.0,1947.577880859375,8.952880859375,2.71923828125,5.179728406540891,3984.0
381.0,190.5,1949.478759765625,8.680908203125,2.81591796875,5.116742151615814,4366.0
398.0,199.0,1943.654052734375,7.9755859375,2.763916015625,4.883552896317525,4764.0
422.0,211.0,1937.05712890625,19.118896484375,2.81982421875,4.590182769920023,5187.0
460.0,230.0,1948.03955078125,6.579345703125,2.793701171875,4.234868588654892,5647.0
477.0,238.5,1944.5068359375,7.275634765625,2.781005859375,4.076534247248428,6125.0
483.0,241.5,1942.8740234375,6.506591796875,2.793701171875,4.022513506081781,6608.0
512.0,256.0,1935.4111328125,5.922119140625,2.772216796875,3.780099868774414,7120.0
551.0,275.5,1913.598876953125,5.30419921875,2.306396484375,3.472956219515653,7672.0
628.0,314.0,1925.186279296875,5.631103515625,1.75,3.0655832472880173,8301.0
631.0,315.5,1905.202392578125,33.4091796875,1.1015625,3.0193381815818148,8932.0
114.0,57.0,1988.615966796875,36.032958984375,3.0537109375,17.443999708744517,9046.0
112.0,56.0,1979.1513671875,49.360595703125,3.041015625,17.670994349888392,9158.0
115.0,57.5,1975.800537109375,42.751220703125,2.94580078125,17.180874235733697,9273.0
117.0,58.5,1988.2490234375,36.549072265625,3.082275390625,16.99358139690171,9391.0
138.0,69.0,1985.631103515625,25.9951171875,2.86279296875,14.388631184895834,9529.0
118.0,59.0,1972.42529296875,32.31396484375,2.912353515625,16.71546858448093,9647.0
142.0,71.0,1986.760009765625,30.396240234375,2.968994140625,13.99126767440581,9789.0
145.0,72.5,1974.83349609375,32.02099609375,2.97314453125,13.619541352370689,9934.0
135.0,67.5,1990.197509765625,42.421142578125,2.97265625,14.742203776041666,10069.0
129.0,64.5,1987.447021484375,29.1181640625,2.926513671875,15.406566058018411,10198.0
122.0,61.0,1984.107177734375,33.95703125,3.02294921875,16.26317358798668,10320.0
113.0,56.5,1985.249267578125,34.6669921875,2.994140625,17.568577589186948,10433.0
134.0,67.0,1971.627197265625,38.2275390625,3.058349609375,14.713635800489739,10567.0
147.0,73.5,1967.68994140625,24.63720703125,2.980712890625,13.385645859906463,10714.0
136.0,68.0,1971.02001953125,41.631103515625,2.948974609375,14.492794261259192,10851.0
134.0,67.0,1984.582763671875,30.9658203125,2.967529296875,14.810319131879664,10985.0
135.0,67.5,1974.34033203125,30.44091796875,2.926025390625,14.624743200231482,11120.0
128.0,64.0,1992.64990234375,32.506103515625,2.896484375,15.567577362060547,11248.0
127.0,63.5,1957.090087890625,32.296142578125,2.927978515625,15.410158172367126,11375.0
120.0,60.0,1974.90087890625,45.80224609375,2.9228515625,16.45750732421875,11496.0
135.0,67.5,1983.213134765625,29.782470703125,2.902099609375,14.690467664930555,11631.0
135.0,67.5,1961.778076171875,29.477783203125,2.98681640625,14.531689453125,11766.0
144.0,72.0,1977.784912109375,35.910888671875,2.97216796875,13.734617445203993,11910.0
131.0,65.5,1983.7021484375,32.44677734375,2.971435546875,15.142764491889313,12042.0
120.0,60.0,1969.7099609375,36.378173828125,2.927734375,16.414249674479166,12162.0
126.0,63.0,1982.11376953125,37.42236328125,2.990234375,15.731061662946429,12288.0
141.0,70.5,1979.890625,39.864013671875,2.986083984375,14.041777482269504,12429.0
142.0,71.0,1977.647216796875,33.369873046875,2.9267578125,13.92709307603433,12571.0
137.0,68.5,1996.57470703125,31.248291015625,2.954833984375,14.573538007527372,12708.0
139.0,69.5,1980.007080078125,30.22265625,2.96875,14.244655252360612,12847.0
131.0,65.5,1986.28466796875,40.16015625,2.98583984375,15.16247838144084,12978.0
132.0,66.0,1985.428955078125,29.298583984375,3.001953125,15.041128447561553,13110.0
140.0,70.0,1985.788330078125,37.741943359375,2.858642578125,14.184202357700892,13250.0
144.0,72.0,1972.69384765625,27.85791015625,2.851806640625,13.69926283094618,13394.0
130.0,65.0,1965.035888671875,40.13720703125,2.922119140625,15.115660682091345,13524.0
161.0,80.5,1983.29443359375,25.02783203125,2.88720703125,12.318598966420808,13686.0
149.0,74.5,1973.362060546875,31.016357421875,2.8935546875,13.244040674811242,13835.0
133.0,66.5,1971.25439453125,32.407958984375,3.05078125,14.821461613016917,13968.0
151.0,75.5,1967.60498046875,41.421630859375,2.99951171875,13.030496559395695,14119.0
164.0,82.0,1969.13232421875,36.447509765625,2.997802734375,12.006904415967988,14284.0
148.0,74.0,1970.833984375,30.347412109375,2.900146484375,13.316445840371621,14433.0
